hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,is_corporate_booking,customer_group,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,revenue,arrival_date,guest_count,room_changed
Resort Hotel,0,0,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,0,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,0,2016,March,12,16,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,1,2016,April,18,29,0,2,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,D,D,0,No Deposit,No Agent,402,1,Corporate,0,Transient,72.5,0,0,Check-Out,"Sunday, May 1, 2016",2,145,"Friday, April 29, 2016",2,No change
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,5,NULL,0,Non-Corporate,0,Transient,47.4,0,0,Check-Out,"Thursday, March 17, 2016",1,47.4,"Wednesday, March 16, 2016",1,Changed
Resort Hotel,0,2,2016,December,52,22,0,1,1,0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,5,NULL,0,Non-Corporate,0,Group,47.4,0,0,Check-Out,"Friday, December 23, 2016",1,47.4,"Thursday, December 22, 2016",1,No change
Resort Hotel,0,4,2017,April,14,4,0,1,1,0,0,HB,PRT,Online TA,TA/TO,1,0,2,A,A,1,No Deposit,5,NULL,0,Non-Corporate,0,Transient,75.6,0,0,Check-Out,"Wednesday, April 5, 2017",1,75.6,"Tuesday, April 4, 2017",1,No change
Resort Hotel,0,4,2017,May,20,15,1,0,1,0,0,HB,PRT,Online TA,TA/TO,1,0,3,A,A,0,No Deposit,468,NULL,0,Non-Corporate,0,Transient,48.38,0,0,Check-Out,"Tuesday, May 16, 2017",1,48.38,"Monday, May 15, 2017",1,No change
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,Changed
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,1,0,Check-Out,"Thursday, March 17, 2016",1,40,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,56,2016,March,12,16,0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Non-Corporate,0,Transient,37,0,0,Check-Out,"Thursday, March 17, 2016",1,37,"Wednesday, March 16, 2016",2,No change
Resort Hotel,0,1,2016,March,12,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,48,0,0,Check-Out,"Thursday, March 17, 2016",1,48,"Wednesday, March 16, 2016",2,Changed
Resort Hotel,0,25,2016,March,11,8,2,7,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,NULL,0,Non-Corporate,0,Transient,68.4,1,1,Check-Out,"Thursday, March 17, 2016",9,615.6,"Tuesday, March 8, 2016",2,No change
Resort Hotel,0,18,2016,March,12,15,0,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,54,1,1,Check-Out,"Thursday, March 17, 2016",2,108,"Tuesday, March 15, 2016",2,Changed
Resort Hotel,0,47,2016,March,10,3,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Non-Corporate,0,Transient,26.1,0,0,Check-Out,"Thursday, March 17, 2016",14,365.4,"Thursday, March 3, 2016",2,No change
Resort Hotel,0,2,2016,March,12,16,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146,NULL,0,Non-Corporate,0,Transient,40.5,0,0,Check-Out,"Thursday, March 17, 2016",1,40.5,"Wednesday, March 16, 2016",1,Changed
Resort Hotel,0,0,2016,March,12,14,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,71,1,0,Check-Out,"Thursday, March 17, 2016",3,213,"Monday, March 14, 2016",2,No change
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,96,NULL,0,Non-Corporate,0,Transient,28.5,1,0,Check-Out,"Thursday, March 17, 2016",1,28.5,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,0,2016,March,12,16,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,46,1,0,Check-Out,"Thursday, March 17, 2016",1,46,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,0,2017,January,4,26,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,47,1,0,Check-Out,"Friday, January 27, 2017",1,47,"Thursday, January 26, 2017",1,No change
Resort Hotel,0,52,2016,March,12,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,54,1,1,Check-Out,"Thursday, March 17, 2016",2,108,"Tuesday, March 15, 2016",2,Changed
Resort Hotel,0,18,2016,March,11,12,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,90,0,2,Check-Out,"Thursday, March 17, 2016",5,450,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,1,2016,March,12,14,1,2,3,1,0,BB,CN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,109,1,0,Check-Out,"Thursday, March 17, 2016",3,327,"Monday, March 14, 2016",4,No change
Resort Hotel,0,4,2016,March,12,14,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Thursday, March 17, 2016",3,120,"Monday, March 14, 2016",1,No change
Resort Hotel,0,54,2016,March,12,16,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,72,1,1,Check-Out,"Thursday, March 17, 2016",1,72,"Wednesday, March 16, 2016",2,No change
Resort Hotel,0,8,2016,March,11,12,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Non-Corporate,0,Transient,28.5,0,0,Check-Out,"Thursday, March 17, 2016",5,142.5,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,2,2016,March,12,16,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,43,0,0,Check-Out,"Thursday, March 17, 2016",1,43,"Wednesday, March 16, 2016",1,Changed
Resort Hotel,0,99,2016,March,11,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,NULL,0,Non-Corporate,0,Transient,35.15,0,0,Check-Out,"Thursday, March 17, 2016",7,246.05,"Thursday, March 10, 2016",2,No change
Resort Hotel,0,51,2016,March,11,12,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Non-Corporate,0,Transient,86,1,0,Check-Out,"Thursday, March 17, 2016",5,430,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,115,2016,March,11,12,2,3,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Non-Corporate,0,Transient,26,0,0,Check-Out,"Thursday, March 17, 2016",5,130,"Saturday, March 12, 2016",2,Changed
Resort Hotel,0,36,2016,March,11,10,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,48,0,2,Check-Out,"Thursday, March 17, 2016",7,336,"Thursday, March 10, 2016",2,No change
Resort Hotel,0,10,2016,March,10,4,4,10,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96,NULL,0,Non-Corporate,0,Transient,42.36,0,0,Check-Out,"Friday, March 18, 2016",14,593.04,"Friday, March 4, 2016",2,No change
Resort Hotel,0,65,2016,March,12,18,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,8,NULL,0,Non-Corporate,0,Transient-Party,29,0,1,Check-Out,"Monday, March 21, 2016",3,87,"Friday, March 18, 2016",2,Changed
Resort Hotel,0,10,2016,March,12,15,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,NULL,0,Non-Corporate,0,Transient,33.3,0,0,Check-Out,"Friday, March 18, 2016",3,99.9,"Tuesday, March 15, 2016",2,No change
Resort Hotel,0,3,2016,March,12,17,0,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,No Agent,154,1,Corporate,0,Transient,25,0,0,Check-Out,"Friday, March 18, 2016",1,25,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,10,2016,April,16,14,0,1,1,0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,No Agent,154,1,Corporate,0,Transient,39,0,0,Check-Out,"Friday, April 15, 2016",1,39,"Thursday, April 14, 2016",1,No change
Resort Hotel,0,36,2016,March,11,10,2,6,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,48,0,0,Check-Out,"Friday, March 18, 2016",8,384,"Thursday, March 10, 2016",2,No change
Resort Hotel,0,0,2016,March,12,15,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Friday, March 18, 2016",3,120,"Tuesday, March 15, 2016",1,No change
Resort Hotel,0,0,2016,March,12,17,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Friday, March 18, 2016",1,40,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,10,2016,March,12,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,No Agent,337,1,Corporate,0,Transient-Party,30,0,1,Check-Out,"Friday, March 18, 2016",1,30,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,6,2016,March,12,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,30,0,0,Check-Out,"Friday, March 18, 2016",1,30,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,22,2016,November,46,11,0,1,3,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,65,0,0,Check-Out,"Saturday, November 12, 2016",1,65,"Friday, November 11, 2016",3,Changed
Resort Hotel,0,36,2016,December,51,16,0,1,3,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,65,0,1,Check-Out,"Saturday, December 17, 2016",1,65,"Friday, December 16, 2016",3,Changed
Resort Hotel,0,13,2017,January,2,12,0,2,2,0,0,BB,PRT,Direct,Corporate,1,0,3,A,D,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Saturday, January 14, 2017",2,80,"Thursday, January 12, 2017",2,Changed
Resort Hotel,0,6,2016,March,12,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,No Agent,31,1,Corporate,0,Transient,30,0,1,Check-Out,"Friday, March 18, 2016",1,30,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,4,2016,October,43,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,No Agent,31,1,Corporate,0,Transient-Party,42,0,1,Check-Out,"Wednesday, October 19, 2016",1,42,"Tuesday, October 18, 2016",1,No change
Resort Hotel,0,6,2016,October,43,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,No Agent,31,1,Corporate,0,Transient-Party,42,0,1,Check-Out,"Friday, October 21, 2016",1,42,"Thursday, October 20, 2016",1,Changed
Resort Hotel,0,3,2016,March,12,17,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,126,NULL,0,Non-Corporate,0,Transient-Party,36,0,0,Check-Out,"Friday, March 18, 2016",1,36,"Thursday, March 17, 2016",1,Changed
Resort Hotel,0,51,2016,March,12,17,0,1,2,0,0,BB,CHN,Groups,TA/TO,0,0,0,A,D,0,No Deposit,66,NULL,0,Non-Corporate,0,Transient-Party,30,0,0,Check-Out,"Friday, March 18, 2016",1,30,"Thursday, March 17, 2016",2,Changed
Resort Hotel,0,0,2016,March,12,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,45,0,0,Check-Out,"Friday, March 18, 2016",1,45,"Thursday, March 17, 2016",2,No change
Resort Hotel,0,51,2016,March,12,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,66,NULL,0,Non-Corporate,0,Transient-Party,30,0,0,Check-Out,"Friday, March 18, 2016",1,30,"Thursday, March 17, 2016",2,Changed
Resort Hotel,0,51,2016,March,12,17,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,66,NULL,0,Non-Corporate,0,Transient-Party,26,0,0,Check-Out,"Friday, March 18, 2016",1,26,"Thursday, March 17, 2016",1,Changed
Resort Hotel,0,6,2016,March,12,17,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,66,NULL,0,Non-Corporate,0,Transient-Party,26,0,0,Check-Out,"Friday, March 18, 2016",1,26,"Thursday, March 17, 2016",1,Changed
Resort Hotel,0,51,2016,March,12,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,66,NULL,0,Non-Corporate,0,Transient-Party,26,0,0,Check-Out,"Friday, March 18, 2016",1,26,"Thursday, March 17, 2016",2,Changed
Resort Hotel,0,0,2016,March,12,14,1,3,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,45,0,0,Check-Out,"Friday, March 18, 2016",4,180,"Monday, March 14, 2016",2,No change
Resort Hotel,0,0,2016,March,12,14,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,49.5,1,0,Check-Out,"Friday, March 18, 2016",4,198,"Monday, March 14, 2016",2,No change
Resort Hotel,0,0,2016,March,12,15,0,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,3,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,75,1,0,Check-Out,"Friday, March 18, 2016",3,225,"Tuesday, March 15, 2016",2,No change
Resort Hotel,0,7,2016,March,11,11,2,5,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,76.86,1,0,Check-Out,"Friday, March 18, 2016",7,538.02,"Friday, March 11, 2016",1,No change
Resort Hotel,0,0,2016,March,12,17,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,46,1,0,Check-Out,"Friday, March 18, 2016",1,46,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,61,2016,March,12,14,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,NULL,0,Non-Corporate,0,Transient,35.15,0,1,Check-Out,"Friday, March 18, 2016",4,140.6,"Monday, March 14, 2016",2,No change
Resort Hotel,0,2,2016,March,12,16,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Non-Corporate,0,Transient,37,0,0,Check-Out,"Friday, March 18, 2016",2,74,"Wednesday, March 16, 2016",1,No change
Resort Hotel,0,5,2016,April,15,6,0,1,1,0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,0,No Deposit,No Agent,61,1,Corporate,0,Transient,56,0,0,Check-Out,"Thursday, April 7, 2016",1,56,"Wednesday, April 6, 2016",1,No change
Resort Hotel,0,0,2016,March,12,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Non-Corporate,0,Transient-Party,34.4,0,0,Check-Out,"Friday, March 18, 2016",1,34.4,"Thursday, March 17, 2016",1,No change
Resort Hotel,0,53,2016,March,11,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,62,1,0,Check-Out,"Friday, March 18, 2016",7,434,"Friday, March 11, 2016",2,No change
Resort Hotel,0,1,2016,March,12,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Non-Corporate,0,Transient,48,0,0,Check-Out,"Friday, March 18, 2016",3,144,"Tuesday, March 15, 2016",2,No change
Resort Hotel,0,14,2016,March,12,14,1,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196,NULL,0,Non-Corporate,0,Transient,39,0,0,Check-Out,"Friday, March 18, 2016",4,156,"Monday, March 14, 2016",1,No change
Resort Hotel,0,4,2016,March,12,14,1,3,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,48,0,0,Check-Out,"Friday, March 18, 2016",4,192,"Monday, March 14, 2016",2,Changed
Resort Hotel,0,106,2016,March,11,11,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Non-Corporate,0,Transient,42.43,0,0,Check-Out,"Friday, March 18, 2016",7,297.01,"Friday, March 11, 2016",2,No change
Resort Hotel,0,0,2016,March,12,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,45,0,0,Check-Out,"Friday, March 18, 2016",1,45,"Thursday, March 17, 2016",2,No change
Resort Hotel,0,0,2016,March,12,16,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,45,0,0,Check-Out,"Friday, March 18, 2016",2,90,"Wednesday, March 16, 2016",2,No change
Resort Hotel,0,50,2016,March,10,4,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Non-Corporate,0,Transient,54.25,0,0,Check-Out,"Friday, March 18, 2016",14,759.5,"Friday, March 4, 2016",2,No change
Resort Hotel,0,12,2016,March,12,15,0,4,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Non-Corporate,0,Transient,34.2,0,0,Check-Out,"Saturday, March 19, 2016",4,136.8,"Tuesday, March 15, 2016",1,No change
Resort Hotel,0,4,2016,March,11,12,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2,NULL,0,Non-Corporate,0,Contract,47,0,0,Check-Out,"Saturday, March 19, 2016",7,329,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,29,2016,March,12,16,0,3,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Saturday, March 19, 2016",3,120,"Wednesday, March 16, 2016",1,Changed
Resort Hotel,0,4,2016,March,11,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,D,0,No Deposit,2,NULL,0,Non-Corporate,0,Contract,22,0,0,Check-Out,"Saturday, March 19, 2016",7,154,"Saturday, March 12, 2016",2,Changed
Resort Hotel,0,43,2016,March,11,12,2,5,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69,NULL,0,Non-Corporate,0,Transient,40.83,1,0,Check-Out,"Saturday, March 19, 2016",7,285.81,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,46,2016,March,12,13,2,4,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,86,0,2,Check-Out,"Saturday, March 19, 2016",6,516,"Sunday, March 13, 2016",4,No change
Resort Hotel,0,52,2016,March,12,13,2,4,3,1,0,BB,CN,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Non-Corporate,0,Transient,102,0,0,Check-Out,"Saturday, March 19, 2016",6,612,"Sunday, March 13, 2016",4,No change
Resort Hotel,0,0,2016,March,12,18,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,53,0,0,Check-Out,"Saturday, March 19, 2016",1,53,"Friday, March 18, 2016",1,No change
Resort Hotel,0,12,2016,March,12,14,1,4,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Non-Corporate,0,Transient,61,1,0,Check-Out,"Saturday, March 19, 2016",5,305,"Monday, March 14, 2016",2,No change
Resort Hotel,0,1,2016,March,12,18,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Saturday, March 19, 2016",1,40,"Friday, March 18, 2016",1,No change
Resort Hotel,0,3,2016,March,12,14,1,4,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,68,0,0,Check-Out,"Saturday, March 19, 2016",5,340,"Monday, March 14, 2016",2,No change
Resort Hotel,0,57,2016,March,11,12,2,5,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,8,NULL,0,Non-Corporate,0,Transient,26.1,0,0,Check-Out,"Saturday, March 19, 2016",7,182.7,"Saturday, March 12, 2016",2,Changed
Resort Hotel,0,8,2016,March,11,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,115,NULL,0,Non-Corporate,0,Transient,47.53,0,0,Check-Out,"Saturday, March 19, 2016",7,332.71,"Saturday, March 12, 2016",2,Changed
Resort Hotel,0,9,2016,March,12,18,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,66,1,1,Check-Out,"Saturday, March 19, 2016",1,66,"Friday, March 18, 2016",2,Changed
Resort Hotel,0,1,2016,March,12,18,0,1,1,0,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Non-Corporate,0,Transient,65,0,0,Check-Out,"Saturday, March 19, 2016",1,65,"Friday, March 18, 2016",1,No change
Resort Hotel,0,0,2016,March,12,17,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,45,0,0,Check-Out,"Saturday, March 19, 2016",2,90,"Thursday, March 17, 2016",2,No change
Resort Hotel,0,38,2016,March,11,12,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Non-Corporate,0,Transient,49.5,0,0,Check-Out,"Saturday, March 19, 2016",7,346.5,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,5,2016,March,12,16,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,48,0,0,Check-Out,"Saturday, March 19, 2016",3,144,"Wednesday, March 16, 2016",2,Changed
Resort Hotel,0,47,2016,March,12,17,0,2,2,2,0,BB,AUS,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Non-Corporate,0,Transient,93,0,0,Check-Out,"Saturday, March 19, 2016",2,186,"Thursday, March 17, 2016",4,No change
Resort Hotel,0,21,2016,March,12,16,0,4,3,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196,NULL,0,Non-Corporate,0,Transient,30,0,0,Check-Out,"Sunday, March 20, 2016",4,120,"Wednesday, March 16, 2016",3,No change
Resort Hotel,0,34,2016,March,12,13,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,NULL,0,Non-Corporate,0,Contract,55,0,0,Check-Out,"Sunday, March 20, 2016",7,385,"Sunday, March 13, 2016",2,No change
Resort Hotel,0,154,2016,March,11,12,2,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,156,NULL,0,Non-Corporate,0,Transient,35.45,0,1,Check-Out,"Sunday, March 20, 2016",8,283.6,"Saturday, March 12, 2016",2,No change
Resort Hotel,0,71,2016,March,12,17,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,61.4,0,2,Check-Out,"Sunday, March 20, 2016",3,184.2,"Thursday, March 17, 2016",2,No change
Resort Hotel,0,0,2016,March,12,13,2,5,1,0,0,BB,ITA,Direct,Direct,0,0,0,A,D,3,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,40,0,0,Check-Out,"Sunday, March 20, 2016",7,280,"Sunday, March 13, 2016",1,Changed
Resort Hotel,0,71,2016,March,12,17,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Non-Corporate,0,Transient,59.4,0,2,Check-Out,"Sunday, March 20, 2016",3,178.2,"Thursday, March 17, 2016",2,No change
Resort Hotel,0,2,2016,March,12,19,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,330,NULL,0,Non-Corporate,0,Transient-Party,65,0,0,Check-Out,"Sunday, March 20, 2016",1,65,"Saturday, March 19, 2016",1,No change
